sketcher,refiner,load_dir,gcd,finetune,baseline,use_backup,f1,executable_f1,backup_f1_executable,backup_f1_non_executable,executable_rate
gpt-4o,llama-3-8b,outputs/outputs_1,False,False,False,False,0.6867540119496074,0.7332944463379246,0.7096199618543213,0.7701268982733513,0.8866995073891626
gpt-4o,llama-3-8b,outputs/outputs_2,False,False,False,False,0.680049068807851,0.7278346807688776,0.7067838496527753,0.7916876152170271,0.8817733990147784
gpt-4o,llama-3-8b,outputs/outputs_3,False,False,False,False,0.6712423114057622,0.7290233637562294,0.6949374012231156,0.8513753327417923,0.8620689655172413
gpt-3.5-turbo,llama-3-8b,outputs/outputs_1,False,True,False,True,0.6334732156086539,0.6188338519418668,0.49251077884700617,0.5898305084745762,0.7093596059113301
gpt-3.5-turbo,llama-3-8b,outputs/outputs_2,False,True,False,True,0.5933183769517903,0.5924658883339242,0.520276216530817,0.5147244402563552,0.7339901477832512
gpt-3.5-turbo,llama-3-8b,outputs/outputs_3,False,True,False,True,0.6177096563114445,0.6205152142100216,0.5158422028705048,0.5260184359203092,0.7093596059113301
gpt-3.5-turbo,llama-3-8b,outputs/outputs_1,False,True,False,False,0.50507467354758,0.6188338519418668,0.49251077884700617,0.5898305084745762,0.7093596059113301
gpt-3.5-turbo,llama-3-8b,outputs/outputs_2,False,True,False,False,0.49545852414228686,0.5924658883339242,0.520276216530817,0.5147244402563552,0.7339901477832512
gpt-3.5-turbo,llama-3-8b,outputs/outputs_3,False,True,False,False,0.5043863117538474,0.6205152142100216,0.5158422028705048,0.5260184359203092,0.7093596059113301
gpt-4o,llama-3-8b,outputs/outputs_1,False,True,False,True,0.7413768613146052,0.7314501418641371,0.7080817359092895,0.7781385281385281,0.8817733990147784
gpt-4o,llama-3-8b,outputs/outputs_2,False,True,False,True,0.731110223383719,0.7185159628270412,0.7057475884426619,0.7970053475935829,0.8768472906403941
gpt-4o,llama-3-8b,outputs/outputs_3,False,True,False,True,0.7499463681729691,0.7290233637562294,0.6949374012231156,0.8513753327417923,0.8620689655172413
gpt-4o,llama-3-8b,outputs/outputs_1,False,True,False,False,0.6824674334343538,0.7314501418641371,0.7080817359092895,0.7781385281385281,0.8817733990147784
gpt-4o,llama-3-8b,outputs/outputs_2,False,True,False,False,0.6681224925092681,0.7185159628270412,0.7057475884426619,0.7970053475935829,0.8768472906403941
gpt-4o,llama-3-8b,outputs/outputs_3,False,True,False,False,0.6712423114057622,0.7290233637562294,0.6949374012231156,0.8513753327417923,0.8620689655172413
gpt-3.5-turbo,mistral-7b,outputs/outputs_1,True,False,False,True,0.6098335218403268,0.570614231246525,0.4769366696492055,0.7070099072751592,0.8078817733990148
gpt-3.5-turbo,mistral-7b,outputs/outputs_2,True,False,False,True,0.5761332305522395,0.5625707752091745,0.524451628106744,0.5025641025641026,0.8078817733990148
gpt-3.5-turbo,mistral-7b,outputs/outputs_3,True,False,False,True,0.5952321833168538,0.5590538097622022,0.49378647818508836,0.6573529411764706,0.8325123152709359
gpt-3.5-turbo,mistral-7b,outputs/outputs_1,True,False,False,False,0.5024408571033957,0.570614231246525,0.4769366696492055,0.7070099072751592,0.8078817733990148
gpt-3.5-turbo,mistral-7b,outputs/outputs_2,True,False,False,False,0.49733377976399323,0.5625707752091745,0.524451628106744,0.5025641025641026,0.8078817733990148
gpt-3.5-turbo,mistral-7b,outputs/outputs_3,True,False,False,False,0.4987977397974479,0.5590538097622022,0.49378647818508836,0.6573529411764706,0.8325123152709359
gpt-4o,mistral-7b,outputs/outputs_1,True,False,False,True,0.7295729600131315,0.7101540544696643,0.6984561220927257,1.0,0.9408866995073891
gpt-4o,mistral-7b,outputs/outputs_2,True,False,False,True,0.7258529320460689,0.7027540360873694,0.695952079573969,1.0,0.9310344827586207
gpt-4o,mistral-7b,outputs/outputs_3,True,False,False,True,0.7441250731413017,0.7233407471774586,0.6965437788018433,0.9375565610859729,0.916256157635468
gpt-4o,mistral-7b,outputs/outputs_1,True,False,False,False,0.6854348272884472,0.7101540544696643,0.6984561220927257,1.0,0.9408866995073891
gpt-4o,mistral-7b,outputs/outputs_2,True,False,False,False,0.6740104047258496,0.7027540360873694,0.695952079573969,1.0,0.9310344827586207
gpt-4o,mistral-7b,outputs/outputs_3,True,False,False,False,0.6883531657334763,0.7233407471774586,0.6965437788018433,0.9375565610859729,0.916256157635468
gpt-3.5-turbo,mistral-7b,outputs/outputs_1,False,False,False,True,0.6331233178555283,0.6112419326705041,0.4843145171270171,0.6135789341960733,0.7093596059113301
gpt-3.5-turbo,mistral-7b,outputs/outputs_2,False,False,False,True,0.582064487236901,0.5700313200313201,0.5171562359135456,0.5280392861420529,0.729064039408867
gpt-3.5-turbo,mistral-7b,outputs/outputs_3,False,False,False,True,0.6282422181038685,0.6329747946289299,0.512816658951574,0.5339181286549708,0.7044334975369458
gpt-3.5-turbo,mistral-7b,outputs/outputs_1,False,False,False,False,0.4983188677769958,0.6112419326705041,0.4843145171270171,0.6135789341960733,0.7093596059113301
gpt-3.5-turbo,mistral-7b,outputs/outputs_2,False,False,False,False,0.4738812548612911,0.5700313200313201,0.5171562359135456,0.5280392861420529,0.729064039408867
gpt-3.5-turbo,mistral-7b,outputs/outputs_3,False,False,False,False,0.5124932575386372,0.6329747946289299,0.512816658951574,0.5339181286549708,0.7044334975369458
gpt-4o,mistral-7b,outputs/outputs_1,False,False,False,True,0.7362981906681448,0.7273473984840523,0.7096199618543213,0.7701268982733513,0.8866995073891626
gpt-4o,mistral-7b,outputs/outputs_2,False,False,False,True,0.7317044396593618,0.7222577161095959,0.7093029738778627,0.77794828076158,0.8866995073891626
gpt-4o,mistral-7b,outputs/outputs_3,False,False,False,True,0.7397382134876872,0.7205141743161121,0.6982006176772755,0.8415268941584729,0.8719211822660099
